"2016.05.18 10:43:44","1111404","","レバー","00","通常検査"
"2016.05.18 10:47:47","1111404","","レバー","00","通常検査"
"2016.05.18 10:48:33","1111405","","レバー","00","通常検査"
"2016.06.13 13:28:42","1112004","","5N5-01176","00","強制完全検査"
"2016.06.13 13:29:22","1112005","","5N5-01176","00","通常検査"
"2016.06.25 10:41:47","1112311","","G751240006","00","通常検査"
"2016.06.25 11:02:52","1112312","","324-000","64","通常検査"
"2016.06.25 11:14:38","1112313","","324-000","64","通常検査"
"2016.06.25 11:15:35","1112314","","324-000","64","通常検査"
"2016.06.25 11:16:14","1112315","","324-000","64","通常検査"
"2016.06.25 11:17:11","1112316","","324-000","64","通常検査"
"2016.06.25 11:18:19","1112317","","324-000","64","通常検査"
"2016.06.25 11:18:57","1112318","","324-000","64","通常検査"
"2016.06.25 11:19:31","1112319","","324-000","64","通常検査"
"2016.06.25 11:20:15","1112320","","324-000","64","通常検査"
"2016.06.25 11:20:48","1112321","","324-000","64","通常検査"
"2016.06.25 11:21:49","1112322","","324-000","64","通常検査"
"2016.06.25 11:27:05","1112323","","324-000","64","通常検査"
"2016.06.25 11:27:46","1112324","","324-000","64","通常検査"
"2016.06.25 11:28:50","1112325","","324-000","64","通常検査"
"2016.06.25 11:29:21","1112326","","324-000","64","通常検査"
"2016.06.25 11:29:51","1112327","","324-000","64","通常検査"
"2016.06.25 11:30:23","1112328","","324-000","64","通常検査"
"2016.06.25 11:31:11","1112329","","324-000","64","通常検査"
"2016.06.25 11:31:46","1112330","","324-000","64","通常検査"
"2016.06.25 11:32:20","1112331","","324-000","64","通常検査"
"2016.06.25 11:32:51","1112332","","324-000","64","通常検査"
"2016.06.25 11:37:15","1112333","","324-0118","00","通常検査"
"2016.07.02 18:57:56","1112544","","324-0118","00","通常検査"
"2016.07.02 18:58:40","1112545","","324-0118","00","途中開始検査"
"2016.07.07 11:14:06","1112656","","324-0118","00","通常検査"
"2016.07.07 11:15:05","1112657","","324-0118","00","通常検査"
"2016.07.07 11:15:57","1112658","","324-0118","00","通常検査"
"2016.07.07 11:16:48","1112659","","324-0118","00","通常検査"
"2016.07.13 13:31:51","1112864","","324-0118","00","通常検査"
"2016.07.13 13:32:28","1112865","","324-0118","00","通常検査"
"2016.07.16 09:21:26","1112961","","324-0118","00","通常検査"
"2016.07.16 09:22:05","1112962","","324-0118","00","通常検査"
"2016.07.20 19:27:01","1113056","","324-0118","00","通常検査"
"2016.09.10 08:39:19","1114451","","324-0118","00","通常検査"
"2016.09.10 08:40:17","1114452","","324-0118","00","通常検査"
"2016.09.10 08:51:51","1114452","","324-0118","00","通常検査"
"2016.09.10 08:52:23","1114452","","324-0118","00","通常検査"
"2016.09.20 10:09:59","1114637","","324-0118","00","通常検査"
"2016.09.22 10:08:17","4A0000002","","324-0118","00","通常検査"
"2016.09.30 17:56:37","4A0000217","","324-0118","00","通常検査"
"2016.10.10 08:21:46","4A0000422","","324-0118","00","通常検査"
"2016.10.10 08:22:17","4A0000423","","324-0118","00","通常検査"
"2016.10.10 08:32:36","4A0000424","","324-0118","00","通常検査"
"2016.10.10 08:33:22","4A0000425","","324-0118","00","通常検査"
"2016.10.10 08:33:55","4A0000426","","324-0118","00","通常検査"
"2016.10.14 18:17:53","4A0000597","","324-0118","00","通常検査"
"2016.10.19 11:51:42","4A0000676","","324-0118","00","通常検査"
"2016.10.19 11:52:10","4A0000677","","324-0118","00","通常検査"
"2016.10.19 11:52:40","4A0000678","","324-0118","00","通常検査"
"2016.10.28 11:05:33","4A0000922","","324-0118","00","通常検査"
"2016.10.28 11:07:47","4A0000923","","324-0118","00","通常検査"
"2016.10.28 11:08:28","4A0000924","","324-0118","00","通常検査"
"2016.10.28 11:09:03","4A0000925","","324-0118","00","通常検査"
"2016.11.05 09:51:58","4A0001147","","324-0118","00","通常検査"
"2016.11.05 09:52:40","4A0001148","","324-0118","00","通常検査"
"2016.11.05 09:53:08","4A0001149","","324-0118","00","通常検査"
"2016.11.05 09:53:33","4A0001150","","324-0118","00","通常検査"
"2016.11.10 08:37:47","4A0001263","","324-0118","00","通常検査"
"2016.11.10 08:38:16","4A0001264","","324-0118","00","通常検査"
"2016.11.11 08:40:25","4A0001300","","324-0118","00","通常検査"
"2016.11.11 08:40:50","4A0001301","","324-0118","00","通常検査"
"2016.11.11 08:41:17","4A0001302","","324-0118","00","通常検査"
"2016.11.11 08:41:44","4A0001303","","324-0118","00","通常検査"
"2016.11.18 10:48:52","4A0001525","","324-0118","00","通常検査"
"2016.11.19 11:36:31","4A0001556","","324-0118","00","通常検査"
"2016.11.25 15:40:42","4A0001626","","324-0118","00","通常検査"
"2016.11.25 15:41:11","4A0001627","","324-0118","00","通常検査"
"2016.11.30 19:31:50","4A0001828","","324-0118","00","通常検査"
"2016.11.30 19:32:27","4A0001829","","324-0118","00","通常検査"
"2016.11.30 19:33:07","4A0001830","","324-0118","00","通常検査"
"2016.11.30 19:34:01","4A0001831","","324-0118","00","通常検査"
"2016.12.02 09:00:55","4A0001889","","324-0118","00","通常検査"
"2016.12.02 11:33:46","4A0001898","","324-0118","00","通常検査"
"2016.12.12 15:53:37","4A0002200","","324-0118","00","通常検査"
"2016.12.12 15:54:12","4A0002201","","324-0118","00","通常検査"
